product_id,vendor_sku,name,description,category,color,material,pattern,price_min,price_max
P0361,V-TSH-0361,Henley Style T-Shirt,Yellow Abstract Modal Henley Style T-Shirt with long sleeves crew neck,TSHIRT,Yellow,Modal,Abstract,199,799
P0362,V-TSH-0362,Pocket T-Shirt,Green Modal Pocket T-Shirt with short sleeves scoop neck,TSHIRT,Green,Modal,Solid,199,799
P0363,V-SHI-0363,Formal Cotton Shirt,Checked Printed Chambray Formal Cotton Shirt with short sleeves,SHIRT,Checked,Chambray,Printed,399,1499
P0364,V-POL-0364,Business Casual Polo,Gray Stripes Pique Cotton Business Casual Polo with long sleeves,POLO,Gray,Pique Cotton,Stripes,299,999
P0365,V-SHI-0365,Long Sleeve Casual Shirt,Black Printed Cotton Long Sleeve Casual Shirt with long sleeves button-down neck,SHIRT,Black,Cotton,Printed,399,1499
P0366,V-JEA-0366,Wide Leg Jeans,Gray Denim Wide Leg Jeans slim fit,JEANS,Gray,Denim,Solid,799,2499
P0367,V-SAL-0367,Comfort Fit Salwar,Printed Striped Georgette Comfort Fit Salwar regular fit,SALWAR,Printed,Georgette,Striped,399,1299
P0368,V-TSH-0368,Organic Cotton T-Shirt,Black Logo Polyester Organic Cotton T-Shirt with long sleeves scoop neck,TSHIRT,Black,Polyester,Logo,199,799
P0369,V-POL-0369,Business Casual Polo,Gray Stripes Cotton Business Casual Polo with long sleeves,POLO,Gray,Cotton,Stripes,299,999
P0370,V-TSH-0370,Premium Cotton Tee,Pink Graphic Cotton Blend Premium Cotton Tee with sleeveless sleeves crew neck,TSHIRT,Pink,Cotton Blend,Graphic,199,799
P0371,V-DRE-0371,Shift Dress,Blue Geometric Cotton Shift Dress with long sleeves off-shoulder neck,DRESS,Blue,Cotton,Geometric,599,1999
P0372,V-POL-0372,Striped Polo Shirt,Gray Color Block Pique Cotton Striped Polo Shirt with long sleeves,POLO,Gray,Pique Cotton,Color Block,299,999
P0373,V-DRE-0373,Chiffon Evening Dress,Navy Geometric Georgette Chiffon Evening Dress with sleeveless sleeves round neck,DRESS,Navy,Georgette,Geometric,599,1999
P0374,V-POL-0374,Premium Cotton Polo,Navy Embroidered Pique Cotton Premium Cotton Polo with long sleeves,POLO,Navy,Pique Cotton,Embroidered,299,999
P0375,V-TSH-0375,Ribbed Knit Tee,Yellow Logo Cotton Blend Ribbed Knit Tee with short sleeves scoop neck,TSHIRT,Yellow,Cotton Blend,Logo,199,799
P0376,V-SAL-0376,Comfort Fit Salwar,Solid Striped Linen Comfort Fit Salwar regular fit,SALWAR,Solid,Linen,Striped,399,1299
P0377,V-SHI-0377,Checked Pattern Shirt,White Stripes Cotton Checked Pattern Shirt with short sleeves band collar neck,SHIRT,White,Cotton,Stripes,399,1499
P0378,V-DRE-0378,Chiffon Evening Dress,White Printed Crepe Chiffon Evening Dress with short sleeves round neck,DRESS,White,Crepe,Printed,599,1999
P0379,V-TSH-0379,Slim Fit Basic Tee,Blue Printed Organic Cotton Slim Fit Basic Tee with short sleeves v-neck neck,TSHIRT,Blue,Organic Cotton,Printed,199,799
P0380,V-POL-0380,Performance Polo,Maroon Color Block Performance Fabric Performance Polo with short sleeves,POLO,Maroon,Performance Fabric,Color Block,299,999
P0381,V-POL-0381,Embroidered Polo,Blue Color Block Cotton Embroidered Polo with short sleeves,POLO,Blue,Cotton,Color Block,299,999
P0382,V-SAL-0382,Comfort Fit Salwar,Solid Printed Cotton Comfort Fit Salwar churidar fit,SALWAR,Solid,Cotton,Printed,399,1299
P0383,V-SAL-0383,Palazzo Salwar,Beige Embroidered Linen Palazzo Salwar palazzo fit,SALWAR,Beige,Linen,Embroidered,399,1299
P0384,V-TOP-0384,Off-Shoulder Top,Black Floral Cotton Off-Shoulder Top with three-quarter sleeves halter neck,TOP,Black,Cotton,Floral,299,899
P0385,V-SHI-0385,Denim Shirt,Black Stripes Cotton Denim Shirt with short sleeves button-down neck,SHIRT,Black,Cotton,Stripes,399,1499
P0386,V-TOP-0386,Knot Front Top,Red Polyester Knot Front Top with sleeveless sleeves off-shoulder neck,TOP,Red,Polyester,Solid,299,899
P0387,V-TSH-0387,Graphic Print T-Shirt,Green Printed Cotton Blend Graphic Print T-Shirt with long sleeves scoop neck,TSHIRT,Green,Cotton Blend,Printed,199,799
P0388,V-SAL-0388,Trouser Style Salwar,Beige Embroidered Linen Trouser Style Salwar churidar fit,SALWAR,Beige,Linen,Embroidered,399,1299
P0389,V-TOP-0389,Tie-Up Top,Red Striped Polyester Tie-Up Top with three-quarter sleeves halter neck,TOP,Red,Polyester,Striped,299,899
P0390,V-JEA-0390,Bootcut Jeans,Gray Vintage Wash Stretch Denim Bootcut Jeans slim fit,JEANS,Gray,Stretch Denim,Vintage Wash,799,2499
P0391,V-JEA-0391,Vintage Wash Jeans,Black Raw Denim Vintage Wash Jeans bootcut fit,JEANS,Black,Raw Denim,Solid,799,2499
P0392,V-JEA-0392,Distressed Denim Jeans,Dark Blue Stretch Denim Distressed Denim Jeans bootcut fit,JEANS,Dark Blue,Stretch Denim,Solid,799,2499
P0393,V-TOP-0393,Off-Shoulder Top,Black Striped Linen Off-Shoulder Top with sleeveless sleeves halter neck,TOP,Black,Linen,Striped,299,899
P0394,V-SAL-0394,Churidar Salwar,Printed Striped Georgette Churidar Salwar wide leg fit,SALWAR,Printed,Georgette,Striped,399,1299
P0395,V-SAL-0395,Ankle Length Salwar,Beige Cotton Ankle Length Salwar regular fit,SALWAR,Beige,Cotton,Solid,399,1299
P0396,V-JEA-0396,Black Denim Jeans,Gray Faded Raw Denim Black Denim Jeans straight fit,JEANS,Gray,Raw Denim,Faded,799,2499
P0397,V-SAL-0397,Designer Salwar,Black Georgette Designer Salwar regular fit,SALWAR,Black,Georgette,Solid,399,1299
P0398,V-SHI-0398,Checked Pattern Shirt,Checked Denim Chambray Checked Pattern Shirt with short sleeves band collar neck,SHIRT,Checked,Chambray,Denim,399,1499
P0399,V-KUR-0399,A-Line Kurta,Blue Embroidered Silk A-Line Kurta with short sleeves boat neck neck,KURTA,Blue,Silk,Embroidered,499,1999
P0400,V-POL-0400,Striped Polo Shirt,Navy Performance Fabric Striped Polo Shirt with short sleeves,POLO,Navy,Performance Fabric,Solid,299,999
P0401,V-SHI-0401,Short Sleeve Shirt,Blue Denim Poplin Short Sleeve Shirt with long sleeves band collar neck,SHIRT,Blue,Poplin,Denim,399,1499
P0402,V-TOP-0402,Peplum Top,Yellow Floral Chiffon Peplum Top with three-quarter sleeves round neck,TOP,Yellow,Chiffon,Floral,299,899
P0403,V-SHI-0403,Formal Cotton Shirt,White Stripes Cotton Formal Cotton Shirt with short sleeves button-down neck,SHIRT,White,Cotton,Stripes,399,1499
P0404,V-DRE-0404,Chiffon Evening Dress,Yellow Floral Polyester Chiffon Evening Dress with long sleeves square neck,DRESS,Yellow,Polyester,Floral,599,1999
P0405,V-SAL-0405,Elastic Waist Salwar,White Printed Linen Elastic Waist Salwar churidar fit,SALWAR,White,Linen,Printed,399,1299
P0406,V-SAL-0406,Comfort Fit Salwar,Solid Printed Cotton Comfort Fit Salwar wide leg fit,SALWAR,Solid,Cotton,Printed,399,1299
P0407,V-SAL-0407,Comfort Fit Salwar,Solid Printed Cotton Comfort Fit Salwar churidar fit,SALWAR,Solid,Cotton,Printed,399,1299
P0408,V-SHI-0408,Relaxed Fit Shirt,Striped Cotton Relaxed Fit Shirt with short sleeves band collar neck,SHIRT,Striped,Cotton,Solid,399,1499
P0409,V-KUR-0409,Embroidered Kurta,Beige Embroidered Silk Embroidered Kurta with three-quarter sleeves boat neck neck,KURTA,Beige,Silk,Embroidered,499,1999
P0410,V-KUR-0410,Casual Kurta,Yellow Geometric Silk Casual Kurta with short sleeves mandarin neck,KURTA,Yellow,Silk,Geometric,499,1999
P0411,V-KUR-0411,Designer Kurta,Blue Embroidered Georgette Designer Kurta with three-quarter sleeves round neck,KURTA,Blue,Georgette,Embroidered,499,1999
P0412,V-DRE-0412,Shift Dress,Blue Printed Cotton Shift Dress with short sleeves v-neck neck,DRESS,Blue,Cotton,Printed,599,1999
P0413,V-KUR-0413,Chikankari Kurta,Yellow Floral Linen Chikankari Kurta with three-quarter sleeves v-neck neck,KURTA,Yellow,Linen,Floral,499,1999
P0414,V-SAL-0414,Comfort Fit Salwar,White Printed Linen Comfort Fit Salwar churidar fit,SALWAR,White,Linen,Printed,399,1299
P0415,V-TOP-0415,Ruffle Sleeve Top,Black Striped Polyester Ruffle Sleeve Top with bell sleeves sleeves round neck,TOP,Black,Polyester,Striped,299,899
P0416,V-KUR-0416,Cotton Kurta,Blue Printed Silk Cotton Kurta with long sleeves boat neck neck,KURTA,Blue,Silk,Printed,499,1999
P0417,V-SAL-0417,Trouser Style Salwar,White Striped Georgette Trouser Style Salwar wide leg fit,SALWAR,White,Georgette,Striped,399,1299
P0418,V-DRE-0418,Floral Print Maxi Dress,Black Floral Linen Floral Print Maxi Dress with sleeveless sleeves round neck,DRESS,Black,Linen,Floral,599,1999
P0419,V-SHI-0419,Checked Pattern Shirt,Black Checks Chambray Checked Pattern Shirt with long sleeves button-down neck,SHIRT,Black,Chambray,Checks,399,1499
P0420,V-TOP-0420,Blouse Style Top,Pink Cotton Blouse Style Top with three-quarter sleeves off-shoulder neck,TOP,Pink,Cotton,Solid,299,899
P0421,V-TSH-0421,Organic Cotton T-Shirt,Pink Stripes Organic Cotton Organic Cotton T-Shirt with long sleeves crew neck,TSHIRT,Pink,Organic Cotton,Stripes,199,799
P0422,V-JEA-0422,Straight Leg Jeans,White Distressed Denim Straight Leg Jeans slim fit,JEANS,White,Denim,Distressed,799,2499
P0423,V-TOP-0423,Peplum Top,Black Striped Polyester Peplum Top with bell sleeves sleeves v-neck neck,TOP,Black,Polyester,Striped,299,899
P0424,V-DRE-0424,Wrap Style Dress,Black Geometric Polyester Wrap Style Dress with sleeveless sleeves halter neck,DRESS,Black,Polyester,Geometric,599,1999
P0425,V-SHI-0425,Chambray Shirt,Blue Stripes Chambray Chambray Shirt with long sleeves band collar neck,SHIRT,Blue,Chambray,Stripes,399,1499
P0426,V-SHI-0426,Flannel Shirt,Blue Printed Cotton Flannel Shirt with short sleeves band collar neck,SHIRT,Blue,Cotton,Printed,399,1499
P0427,V-DRE-0427,Chiffon Evening Dress,Blue Floral Polyester Chiffon Evening Dress with sleeveless sleeves v-neck neck,DRESS,Blue,Polyester,Floral,599,1999
P0428,V-SAL-0428,Elastic Waist Salwar,Printed Embroidered Linen Elastic Waist Salwar wide leg fit,SALWAR,Printed,Linen,Embroidered,399,1299
P0429,V-SAL-0429,Elastic Waist Salwar,Solid Cotton Elastic Waist Salwar wide leg fit,SALWAR,Solid,Cotton,Solid,399,1299
P0430,V-SHI-0430,Relaxed Fit Shirt,Gray Printed Cotton Blend Relaxed Fit Shirt with long sleeves button-down neck,SHIRT,Gray,Cotton Blend,Printed,399,1499
P0431,V-TSH-0431,Organic Cotton T-Shirt,Yellow Abstract Cotton Organic Cotton T-Shirt with sleeveless sleeves scoop neck,TSHIRT,Yellow,Cotton,Abstract,199,799
P0432,V-POL-0432,Business Casual Polo,Gray Color Block Performance Fabric Business Casual Polo with short sleeves,POLO,Gray,Performance Fabric,Color Block,299,999
P0433,V-SHI-0433,Short Sleeve Shirt,Black Denim Cotton Blend Short Sleeve Shirt with short sleeves button-down neck,SHIRT,Black,Cotton Blend,Denim,399,1499
P0434,V-TOP-0434,Tie-Up Top,White Cotton Tie-Up Top with bell sleeves sleeves round neck,TOP,White,Cotton,Solid,299,899
P0435,V-POL-0435,Performance Polo,Maroon Performance Fabric Performance Polo with long sleeves,POLO,Maroon,Performance Fabric,Solid,299,999
P0436,V-DRE-0436,Linen Blend Dress,Red Printed Chiffon Linen Blend Dress with short sleeves square neck,DRESS,Red,Chiffon,Printed,599,1999
P0437,V-SHI-0437,Casual Linen Shirt,Checked Checks Cotton Blend Casual Linen Shirt with short sleeves band collar neck,SHIRT,Checked,Cotton Blend,Checks,399,1499
P0438,V-SHI-0438,Relaxed Fit Shirt,Gray Linen Relaxed Fit Shirt with short sleeves,SHIRT,Gray,Linen,Solid,399,1499
P0439,V-JEA-0439,Distressed Denim Jeans,Black Faded Denim Distressed Denim Jeans slim fit,JEANS,Black,Denim,Faded,799,2499
P0440,V-TSH-0440,Organic Cotton T-Shirt,Black Logo Cotton Blend Organic Cotton T-Shirt with sleeveless sleeves v-neck neck,TSHIRT,Black,Cotton Blend,Logo,199,799
P0441,V-TOP-0441,Peplum Top,Red Polyester Peplum Top with short sleeves round neck,TOP,Red,Polyester,Solid,299,899
P0442,V-KUR-0442,Straight Cut Kurta,Blue Floral Chiffon Straight Cut Kurta with short sleeves v-neck neck,KURTA,Blue,Chiffon,Floral,499,1999
P0443,V-POL-0443,Business Casual Polo,Black Color Block Cotton Business Casual Polo with long sleeves,POLO,Black,Cotton,Color Block,299,999
P0444,V-DRE-0444,Sundress with Pockets,Green Floral Linen Sundress with Pockets with short sleeves round neck,DRESS,Green,Linen,Floral,599,1999
P0445,V-DRE-0445,Floral Print Maxi Dress,Pink Printed Linen Floral Print Maxi Dress with cap sleeves sleeves square neck,DRESS,Pink,Linen,Printed,599,1999
P0446,V-DRE-0446,Wrap Style Dress,Navy Floral Chiffon Wrap Style Dress with sleeveless sleeves round neck,DRESS,Navy,Chiffon,Floral,599,1999
P0447,V-SHI-0447,Checked Pattern Shirt,Striped Denim Chambray Checked Pattern Shirt with short sleeves button-down neck,SHIRT,Striped,Chambray,Denim,399,1499
P0448,V-SAL-0448,Solid Color Salwar,Navy Striped Cotton Solid Color Salwar wide leg fit,SALWAR,Navy,Cotton,Striped,399,1299
P0449,V-POL-0449,Long Sleeve Polo,Navy Performance Fabric Long Sleeve Polo with long sleeves,POLO,Navy,Performance Fabric,Solid,299,999
P0450,V-DRE-0450,Sundress with Pockets,Pink Printed Linen Sundress with Pockets with long sleeves off-shoulder neck,DRESS,Pink,Linen,Printed,599,1999
P0451,V-POL-0451,Classic Polo Shirt,White Embroidered Cotton Classic Polo Shirt with short sleeves,POLO,White,Cotton,Embroidered,299,999
P0452,V-TSH-0452,Graphic Print T-Shirt,Red Abstract Modal Graphic Print T-Shirt with sleeveless sleeves henley neck,TSHIRT,Red,Modal,Abstract,199,799
P0453,V-SAL-0453,Traditional Salwar,Black Printed Georgette Traditional Salwar palazzo fit,SALWAR,Black,Georgette,Printed,399,1299
P0454,V-POL-0454,Striped Polo Shirt,Gray Stripes Cotton Striped Polo Shirt with long sleeves,POLO,Gray,Cotton,Stripes,299,999
P0455,V-POL-0455,Striped Polo Shirt,Gray Performance Fabric Striped Polo Shirt with short sleeves,POLO,Gray,Performance Fabric,Solid,299,999
P0456,V-SAL-0456,Churidar Salwar,Printed Georgette Churidar Salwar palazzo fit,SALWAR,Printed,Georgette,Solid,399,1299
P0457,V-DRE-0457,Floral Print Maxi Dress,Red Polka Dots Cotton Floral Print Maxi Dress with short sleeves v-neck neck,DRESS,Red,Cotton,Polka Dots,599,1999
P0458,V-TOP-0458,Tie-Up Top,Black Striped Linen Tie-Up Top with sleeveless sleeves off-shoulder neck,TOP,Black,Linen,Striped,299,899
P0459,V-POL-0459,Classic Polo Shirt,Red Embroidered Cotton Blend Classic Polo Shirt with short sleeves,POLO,Red,Cotton Blend,Embroidered,299,999
P0460,V-POL-0460,Athletic Fit Polo,Blue Performance Fabric Athletic Fit Polo with long sleeves,POLO,Blue,Performance Fabric,Solid,299,999
P0461,V-KUR-0461,Printed Kurta,Beige Geometric Chiffon Printed Kurta with three-quarter sleeves round neck,KURTA,Beige,Chiffon,Geometric,499,1999
P0462,V-JEA-0462,Wide Leg Jeans,Blue Raw Denim Wide Leg Jeans regular fit,JEANS,Blue,Raw Denim,Solid,799,2499
P0463,V-TSH-0463,Striped Casual Tee,Green Stripes Cotton Blend Striped Casual Tee with short sleeves crew neck,TSHIRT,Green,Cotton Blend,Stripes,199,799
P0464,V-SAL-0464,Printed Salwar,Navy Striped Chiffon Printed Salwar palazzo fit,SALWAR,Navy,Chiffon,Striped,399,1299
P0465,V-SHI-0465,Casual Linen Shirt,Black Chambray Casual Linen Shirt with short sleeves,SHIRT,Black,Chambray,Solid,399,1499
P0466,V-JEA-0466,Stretch Comfort Jeans,White Denim Stretch Comfort Jeans relaxed fit,JEANS,White,Denim,Solid,799,2499
P0467,V-SHI-0467,Short Sleeve Shirt,Striped Printed Cotton Short Sleeve Shirt with short sleeves band collar neck,SHIRT,Striped,Cotton,Printed,399,1499
P0468,V-JEA-0468,Straight Leg Jeans,Gray Faded Raw Denim Straight Leg Jeans relaxed fit,JEANS,Gray,Raw Denim,Faded,799,2499
P0469,V-TOP-0469,Cold Shoulder Top,Black Polyester Cold Shoulder Top with bell sleeves sleeves round neck,TOP,Black,Polyester,Solid,299,899
P0470,V-JEA-0470,Stretch Comfort Jeans,Dark Blue Stretch Denim Stretch Comfort Jeans slim fit,JEANS,Dark Blue,Stretch Denim,Solid,799,2499
P0471,V-SAL-0471,Traditional Salwar,Black Printed Chiffon Traditional Salwar churidar fit,SALWAR,Black,Chiffon,Printed,399,1299
P0472,V-SAL-0472,Elastic Waist Salwar,Navy Embroidered Cotton Elastic Waist Salwar regular fit,SALWAR,Navy,Cotton,Embroidered,399,1299
P0473,V-TSH-0473,Relaxed Fit T-Shirt,Green Abstract Modal Relaxed Fit T-Shirt with long sleeves henley neck,TSHIRT,Green,Modal,Abstract,199,799
P0474,V-POL-0474,Color Block Polo,Black Color Block Cotton Color Block Polo with short sleeves,POLO,Black,Cotton,Color Block,299,999
P0475,V-SAL-0475,Trouser Style Salwar,Navy Embroidered Linen Trouser Style Salwar palazzo fit,SALWAR,Navy,Linen,Embroidered,399,1299
P0476,V-KUR-0476,A-Line Kurta,Red Floral Chiffon A-Line Kurta with long sleeves v-neck neck,KURTA,Red,Chiffon,Floral,499,1999
P0477,V-POL-0477,Long Sleeve Polo,Navy Stripes Pique Cotton Long Sleeve Polo with short sleeves,POLO,Navy,Pique Cotton,Stripes,299,999
P0478,V-TOP-0478,Tunic Top,Red Linen Tunic Top with three-quarter sleeves v-neck neck,TOP,Red,Linen,Solid,299,899
P0479,V-TOP-0479,Ruffle Sleeve Top,Navy Chiffon Ruffle Sleeve Top with short sleeves v-neck neck,TOP,Navy,Chiffon,Solid,299,899
P0480,V-SHI-0480,Relaxed Fit Shirt,White Checks Chambray Relaxed Fit Shirt with long sleeves,SHIRT,White,Chambray,Checks,399,1499
P0481,V-POL-0481,Golf Polo Shirt,Blue Color Block Pique Cotton Golf Polo Shirt with short sleeves,POLO,Blue,Pique Cotton,Color Block,299,999
P0482,V-SHI-0482,Oxford Button-Down Shirt,Gray Printed Cotton Oxford Button-Down Shirt with short sleeves,SHIRT,Gray,Cotton,Printed,399,1499
P0483,V-TOP-0483,Peplum Top,White Polyester Peplum Top with short sleeves v-neck neck,TOP,White,Polyester,Solid,299,899
P0484,V-DRE-0484,Wrap Style Dress,White Polka Dots Crepe Wrap Style Dress with short sleeves halter neck,DRESS,White,Crepe,Polka Dots,599,1999
P0485,V-SHI-0485,Casual Linen Shirt,White Checks Cotton Casual Linen Shirt with long sleeves,SHIRT,White,Cotton,Checks,399,1499
P0486,V-POL-0486,Embroidered Polo,White Color Block Cotton Embroidered Polo with short sleeves,POLO,White,Cotton,Color Block,299,999
P0487,V-SAL-0487,Traditional Salwar,White Georgette Traditional Salwar wide leg fit,SALWAR,White,Georgette,Solid,399,1299
P0488,V-SAL-0488,Palazzo Salwar,Navy Printed Chiffon Palazzo Salwar palazzo fit,SALWAR,Navy,Chiffon,Printed,399,1299
P0489,V-SHI-0489,Denim Shirt,White Denim Linen Denim Shirt with short sleeves button-down neck,SHIRT,White,Linen,Denim,399,1499
P0490,V-SHI-0490,Denim Shirt,Striped Printed Poplin Denim Shirt with short sleeves,SHIRT,Striped,Poplin,Printed,399,1499
P0491,V-SHI-0491,Long Sleeve Casual Shirt,Gray Checks Linen Long Sleeve Casual Shirt with short sleeves button-down neck,SHIRT,Gray,Linen,Checks,399,1499
P0492,V-TSH-0492,Graphic Print T-Shirt,Yellow Graphic Cotton Blend Graphic Print T-Shirt with long sleeves scoop neck,TSHIRT,Yellow,Cotton Blend,Graphic,199,799
P0493,V-KUR-0493,A-Line Kurta,Blue Chiffon A-Line Kurta with long sleeves v-neck neck,KURTA,Blue,Chiffon,Solid,499,1999
P0494,V-TSH-0494,Slim Fit Basic Tee,Yellow Graphic Cotton Slim Fit Basic Tee with long sleeves v-neck neck,TSHIRT,Yellow,Cotton,Graphic,199,799
P0495,V-DRE-0495,Floral Print Maxi Dress,Blue Printed Polyester Floral Print Maxi Dress with short sleeves v-neck neck,DRESS,Blue,Polyester,Printed,599,1999
P0496,V-SAL-0496,Designer Salwar,Navy Printed Linen Designer Salwar palazzo fit,SALWAR,Navy,Linen,Printed,399,1299
P0497,V-KUR-0497,Casual Kurta,Red Geometric Cotton Casual Kurta with three-quarter sleeves v-neck neck,KURTA,Red,Cotton,Geometric,499,1999
P0498,V-JEA-0498,Distressed Denim Jeans,Gray Faded Raw Denim Distressed Denim Jeans slim fit,JEANS,Gray,Raw Denim,Faded,799,2499
P0499,V-POL-0499,Classic Polo Shirt,Gray Pique Cotton Classic Polo Shirt with long sleeves,POLO,Gray,Pique Cotton,Solid,299,999
P0500,V-KUR-0500,Casual Kurta,Blue Embroidered Linen Casual Kurta with three-quarter sleeves v-neck neck,KURTA,Blue,Linen,Embroidered,499,1999
P0501,V-KUR-0501,Cotton Kurta,Blue Geometric Cotton Cotton Kurta with three-quarter sleeves v-neck neck,KURTA,Blue,Cotton,Geometric,499,1999
P0502,V-POL-0502,Business Casual Polo,Navy Embroidered Cotton Blend Business Casual Polo with long sleeves,POLO,Navy,Cotton Blend,Embroidered,299,999
P0503,V-KUR-0503,Anarkali Kurta,Blue Printed Chiffon Anarkali Kurta with three-quarter sleeves boat neck neck,KURTA,Blue,Chiffon,Printed,499,1999
P0504,V-TOP-0504,Asymmetric Top,Black Striped Linen Asymmetric Top with sleeveless sleeves v-neck neck,TOP,Black,Linen,Striped,299,899
P0505,V-SAL-0505,Solid Color Salwar,Navy Printed Chiffon Solid Color Salwar regular fit,SALWAR,Navy,Chiffon,Printed,399,1299
P0506,V-SAL-0506,Wide Leg Salwar,Navy Embroidered Cotton Wide Leg Salwar churidar fit,SALWAR,Navy,Cotton,Embroidered,399,1299
P0507,V-POL-0507,Athletic Fit Polo,Blue Pique Cotton Athletic Fit Polo with short sleeves,POLO,Blue,Pique Cotton,Solid,299,999
P0508,V-KUR-0508,Printed Kurta,Red Floral Cotton Printed Kurta with short sleeves mandarin neck,KURTA,Red,Cotton,Floral,499,1999
P0509,V-JEA-0509,Relaxed Fit Jeans,Blue Distressed Raw Denim Relaxed Fit Jeans slim fit,JEANS,Blue,Raw Denim,Distressed,799,2499
P0510,V-TSH-0510,Classic Crew Neck T-Shirt,Yellow Abstract Organic Cotton Classic Crew Neck T-Shirt with long sleeves v-neck neck,TSHIRT,Yellow,Organic Cotton,Abstract,199,799
P0511,V-SAL-0511,Elastic Waist Salwar,Beige Striped Georgette Elastic Waist Salwar regular fit,SALWAR,Beige,Georgette,Striped,399,1299
P0512,V-TOP-0512,Knot Front Top,Black Floral Polyester Knot Front Top with short sleeves round neck,TOP,Black,Polyester,Floral,299,899
P0513,V-SHI-0513,Formal Cotton Shirt,Black Cotton Blend Formal Cotton Shirt with short sleeves band collar neck,SHIRT,Black,Cotton Blend,Solid,399,1499
P0514,V-DRE-0514,Sundress with Pockets,Navy Geometric Polyester Sundress with Pockets with short sleeves square neck,DRESS,Navy,Polyester,Geometric,599,1999
P0515,V-TOP-0515,Bardot Top,Red Printed Cotton Bardot Top with bell sleeves sleeves v-neck neck,TOP,Red,Cotton,Printed,299,899
P0516,V-TSH-0516,Premium Cotton Tee,Gray Stripes Cotton Blend Premium Cotton Tee with long sleeves scoop neck,TSHIRT,Gray,Cotton Blend,Stripes,199,799
P0517,V-SHI-0517,Striped Business Shirt,White Linen Striped Business Shirt with long sleeves button-down neck,SHIRT,White,Linen,Solid,399,1499
P0518,V-TOP-0518,Off-Shoulder Top,Navy Cotton Off-Shoulder Top with bell sleeves sleeves round neck,TOP,Navy,Cotton,Solid,299,899
P0519,V-SHI-0519,Poplin Dress Shirt,Gray Checks Chambray Poplin Dress Shirt with short sleeves,SHIRT,Gray,Chambray,Checks,399,1499
P0520,V-JEA-0520,Skinny Fit Jeans,Gray Raw Denim Skinny Fit Jeans slim fit,JEANS,Gray,Raw Denim,Solid,799,2499
P0521,V-SHI-0521,Long Sleeve Casual Shirt,Gray Stripes Poplin Long Sleeve Casual Shirt with short sleeves button-down neck,SHIRT,Gray,Poplin,Stripes,399,1499
P0522,V-SAL-0522,Palazzo Salwar,White Embroidered Chiffon Palazzo Salwar churidar fit,SALWAR,White,Chiffon,Embroidered,399,1299
P0523,V-TOP-0523,Crop Top,Red Floral Linen Crop Top with three-quarter sleeves v-neck neck,TOP,Red,Linen,Floral,299,899
P0524,V-SHI-0524,Chambray Shirt,Blue Cotton Chambray Shirt with short sleeves button-down neck,SHIRT,Blue,Cotton,Solid,399,1499
P0525,V-KUR-0525,Party Wear Kurta,Pink Geometric Silk Party Wear Kurta with short sleeves boat neck neck,KURTA,Pink,Silk,Geometric,499,1999
P0526,V-SAL-0526,Ankle Length Salwar,Printed Printed Georgette Ankle Length Salwar wide leg fit,SALWAR,Printed,Georgette,Printed,399,1299
P0527,V-SHI-0527,Casual Linen Shirt,Checked Poplin Casual Linen Shirt with short sleeves,SHIRT,Checked,Poplin,Solid,399,1499
P0528,V-TOP-0528,Off-Shoulder Top,Black Printed Polyester Off-Shoulder Top with sleeveless sleeves round neck,TOP,Black,Polyester,Printed,299,899
P0529,V-SAL-0529,Churidar Salwar,Navy Printed Georgette Churidar Salwar palazzo fit,SALWAR,Navy,Georgette,Printed,399,1299
P0530,V-KUR-0530,Chikankari Kurta,Beige Floral Cotton Chikankari Kurta with three-quarter sleeves boat neck neck,KURTA,Beige,Cotton,Floral,499,1999
P0531,V-KUR-0531,Anarkali Kurta,Printed Georgette Anarkali Kurta with three-quarter sleeves boat neck neck,KURTA,Printed,Georgette,Solid,499,1999
P0532,V-POL-0532,Premium Cotton Polo,Black Pique Cotton Premium Cotton Polo with short sleeves,POLO,Black,Pique Cotton,Solid,299,999
P0533,V-SHI-0533,Flannel Shirt,Gray Stripes Cotton Blend Flannel Shirt with long sleeves button-down neck,SHIRT,Gray,Cotton Blend,Stripes,399,1499
P0534,V-TOP-0534,Knot Front Top,White Printed Chiffon Knot Front Top with three-quarter sleeves halter neck,TOP,White,Chiffon,Printed,299,899
P0535,V-DRE-0535,Boho Chic Dress,Pink Linen Boho Chic Dress with cap sleeves sleeves square neck,DRESS,Pink,Linen,Solid,599,1999
P0536,V-JEA-0536,Slim Fit Denim Jeans,White Distressed Raw Denim Slim Fit Denim Jeans slim fit,JEANS,White,Raw Denim,Distressed,799,2499
P0537,V-KUR-0537,Anarkali Kurta,Green Floral Chiffon Anarkali Kurta with three-quarter sleeves round neck,KURTA,Green,Chiffon,Floral,499,1999
P0538,V-JEA-0538,Skinny Fit Jeans,Dark Blue Vintage Wash Stretch Denim Skinny Fit Jeans relaxed fit,JEANS,Dark Blue,Stretch Denim,Vintage Wash,799,2499
P0539,V-SAL-0539,Wide Leg Salwar,Navy Striped Cotton Wide Leg Salwar churidar fit,SALWAR,Navy,Cotton,Striped,399,1299
P0540,V-SAL-0540,Traditional Salwar,Printed Embroidered Georgette Traditional Salwar regular fit,SALWAR,Printed,Georgette,Embroidered,399,1299
