store_id,sku,on_hand,in_transit,reorder_point,safety_stock
store_028,P0622,206,15,61,41
store_029,P0622,44,0,13,8
store_030,P0622,59,0,17,11
store_031,P0622,63,0,18,12
store_034,P0622,71,0,21,14
store_035,P0622,64,0,19,12
store_036,P0622,43,18,12,8
store_038,P0622,131,49,39,26
store_040,P0622,10,0,3,2
store_041,P0622,222,6,66,44
store_042,P0622,53,26,15,10
store_043,P0622,22,0,6,4
store_045,P0622,102,0,30,20
store_046,P0622,18,0,5,3
store_048,P0622,88,0,26,17
store_049,P0622,77,0,23,15
store_050,P0622,93,0,27,18
store_001,P0623,77,0,23,15
store_002,P0623,113,0,33,22
store_003,P0623,65,0,19,13
store_004,P0623,32,41,9,6
store_005,P0623,80,0,24,16
store_007,P0623,119,0,35,23
store_008,P0623,162,0,48,32
store_009,P0623,108,0,32,21
store_010,P0623,27,0,8,5
store_011,P0623,133,0,39,26
store_014,P0623,170,0,51,34
store_015,P0623,108,0,32,21
store_016,P0623,191,0,57,38
store_020,P0623,79,15,23,15
store_021,P0623,50,49,15,10
store_022,P0623,147,47,44,29
store_024,P0623,62,48,18,12
store_026,P0623,61,0,18,12
store_028,P0623,31,35,9,6
store_030,P0623,17,0,5,3
store_031,P0623,62,0,18,12
store_032,P0623,122,0,36,24
store_036,P0623,7,0,2,1
store_037,P0623,58,0,17,11
store_038,P0623,37,0,11,7
store_040,P0623,69,0,20,13
store_041,P0623,52,37,15,10
store_042,P0623,38,0,11,7
store_044,P0623,28,25,8,5
store_045,P0623,130,0,39,26
store_048,P0623,47,0,14,9
store_049,P0623,63,31,18,12
store_050,P0623,209,0,62,41
store_001,P0624,117,5,35,23
store_002,P0624,23,50,6,4
store_003,P0624,123,40,36,24
store_005,P0624,10,0,3,2
store_006,P0624,7,0,2,1
store_007,P0624,92,0,27,18
store_008,P0624,91,32,27,18
store_009,P0624,382,20,114,76
store_010,P0624,92,0,27,18
store_013,P0624,172,0,51,34
store_014,P0624,192,33,57,38
store_015,P0624,26,0,7,5
store_016,P0624,81,0,24,16
store_021,P0624,140,25,42,28
store_022,P0624,72,0,21,14
store_024,P0624,180,2,54,36
store_025,P0624,11,50,3,2
store_026,P0624,64,9,19,12
store_027,P0624,99,0,29,19
store_029,P0624,59,0,17,11
store_030,P0624,129,0,38,25
store_031,P0624,75,0,22,15
store_034,P0624,149,16,44,29
store_035,P0624,65,48,19,13
store_036,P0624,37,0,11,7
store_037,P0624,46,37,13,9
store_038,P0624,52,0,15,10
store_041,P0624,87,0,26,17
store_042,P0624,19,0,5,3
store_043,P0624,40,12,12,8
store_044,P0624,74,0,22,14
store_045,P0624,69,0,20,13
store_046,P0624,151,0,45,30
store_047,P0624,70,31,21,14
store_048,P0624,184,46,55,36
store_049,P0624,73,0,21,14
store_050,P0624,109,3,32,21
store_002,P0625,101,1,30,20
store_003,P0625,16,0,4,3
store_006,P0625,106,13,31,21
store_007,P0625,51,4,15,10
store_008,P0625,121,0,36,24
store_009,P0625,147,0,44,29
store_010,P0625,43,0,12,8
store_011,P0625,37,0,11,7
store_015,P0625,8,22,2,1
store_016,P0625,375,34,112,75
store_017,P0625,30,33,9,6
store_018,P0625,79,0,23,15
store_019,P0625,5,20,1,1
store_020,P0625,159,35,47,31
store_022,P0625,76,5,22,15
store_023,P0625,26,0,7,5
store_025,P0625,45,40,13,9
store_026,P0625,170,0,51,34
store_027,P0625,45,0,13,9
store_028,P0625,172,0,51,34
store_029,P0625,80,8,24,16
store_030,P0625,45,0,13,9
store_031,P0625,8,32,2,1
store_034,P0625,19,0,5,3
store_037,P0625,6,0,1,1
store_038,P0625,91,24,27,18
store_040,P0625,74,0,22,14
store_041,P0625,81,20,24,16
store_042,P0625,78,0,23,15
store_043,P0625,25,46,7,5
store_044,P0625,9,36,2,1
store_045,P0625,137,22,41,27
store_046,P0625,17,0,5,3
store_047,P0625,24,0,7,4
store_048,P0625,123,0,36,24
store_050,P0625,165,1,49,33
store_003,P0626,14,0,4,2
store_005,P0626,59,0,17,11
store_006,P0626,166,0,49,33
store_007,P0626,37,0,11,7
store_008,P0626,98,10,29,19
store_010,P0626,46,0,13,9
store_011,P0626,75,0,22,15
store_012,P0626,79,46,23,15
store_013,P0626,65,0,19,13
store_015,P0626,60,0,18,12
store_016,P0626,67,0,20,13
store_017,P0626,119,0,35,23
store_018,P0626,91,0,27,18
store_021,P0626,110,44,33,22
store_022,P0626,32,21,9,6
store_025,P0626,185,0,55,37
store_026,P0626,319,10,95,63
store_029,P0626,106,0,31,21
store_030,P0626,61,0,18,12
store_031,P0626,12,0,3,2
store_032,P0626,193,0,57,38
store_034,P0626,178,0,53,35
store_036,P0626,69,0,20,13
store_037,P0626,144,0,43,28
store_038,P0626,208,29,62,41
store_039,P0626,102,0,30,20
store_040,P0626,113,0,33,22
store_041,P0626,49,0,14,9
store_042,P0626,15,0,4,3
store_043,P0626,38,0,11,7
store_045,P0626,108,0,32,21
store_046,P0626,118,0,35,23
store_047,P0626,73,0,21,14
store_048,P0626,56,0,16,11
store_049,P0626,95,27,28,19
store_050,P0626,202,0,60,40
store_002,P0627,84,0,25,16
store_003,P0627,86,11,25,17
store_005,P0627,53,0,15,10
store_008,P0627,181,0,54,36
store_009,P0627,83,0,24,16
store_010,P0627,105,2,31,21
store_012,P0627,63,15,18,12
store_015,P0627,7,0,2,1
store_016,P0627,105,44,31,21
store_018,P0627,35,38,10,7
store_020,P0627,228,0,68,45
store_021,P0627,170,28,51,34
store_023,P0627,7,0,2,1
store_024,P0627,23,0,6,4
store_026,P0627,67,0,20,13
store_027,P0627,16,0,4,3
store_028,P0627,24,0,7,4
store_029,P0627,104,0,31,20
store_030,P0627,380,0,114,76
store_031,P0627,12,0,3,2
store_032,P0627,47,43,14,9
store_033,P0627,38,0,11,7
store_034,P0627,109,0,32,21
store_035,P0627,30,0,9,6
store_036,P0627,87,0,26,17
store_037,P0627,244,0,73,48
store_038,P0627,84,0,25,16
store_041,P0627,86,0,25,17
store_042,P0627,128,0,38,25
store_043,P0627,215,25,64,43
store_046,P0627,127,5,38,25
store_047,P0627,79,0,23,15
store_049,P0627,191,0,57,38
store_001,P0628,97,0,29,19
store_002,P0628,76,11,22,15
store_004,P0628,158,10,47,31
store_005,P0628,96,0,28,19
store_006,P0628,64,0,19,12
store_007,P0628,53,0,15,10
store_008,P0628,26,0,7,5
store_009,P0628,266,0,79,53
store_010,P0628,252,21,75,50
store_011,P0628,38,0,11,7
store_012,P0628,92,0,27,18
store_013,P0628,21,0,6,4
store_014,P0628,115,0,34,23
store_016,P0628,68,0,20,13
store_017,P0628,68,0,20,13
store_018,P0628,99,0,29,19
store_020,P0628,147,0,44,29
store_022,P0628,187,33,56,37
store_024,P0628,14,0,4,2
store_025,P0628,109,0,32,21
store_026,P0628,9,0,2,1
store_028,P0628,59,0,17,11
store_030,P0628,96,0,28,19
store_031,P0628,8,0,2,1
store_032,P0628,5,0,1,1
store_036,P0628,132,0,39,26
store_037,P0628,165,7,49,33
store_038,P0628,179,0,53,35
store_039,P0628,196,0,58,39
store_041,P0628,98,0,29,19
store_042,P0628,190,0,57,38
store_043,P0628,35,0,10,7
store_044,P0628,82,0,24,16
store_045,P0628,18,0,5,3
store_046,P0628,10,0,3,2
store_047,P0628,24,0,7,4
store_050,P0628,182,0,54,36
store_001,P0629,98,0,29,19
store_002,P0629,80,46,24,16
store_003,P0629,6,0,1,1
store_004,P0629,64,0,19,12
store_005,P0629,49,10,14,9
store_006,P0629,12,41,3,2
store_007,P0629,140,0,42,28
store_008,P0629,48,0,14,9
store_009,P0629,276,0,82,55
store_010,P0629,74,49,22,14
store_011,P0629,17,0,5,3
store_012,P0629,140,0,42,28
store_013,P0629,133,36,39,26
store_014,P0629,41,0,12,8
store_015,P0629,120,24,36,24
store_016,P0629,45,0,13,9
store_017,P0629,108,20,32,21
store_019,P0629,55,0,16,11
store_022,P0629,55,0,16,11
store_023,P0629,85,0,25,17
store_024,P0629,93,0,27,18
store_025,P0629,26,0,7,5
store_026,P0629,45,0,13,9
store_027,P0629,41,0,12,8
store_028,P0629,14,0,4,2
store_029,P0629,31,0,9,6
store_030,P0629,163,0,48,32
store_031,P0629,119,22,35,23
store_034,P0629,106,0,31,21
store_035,P0629,154,0,46,30
store_036,P0629,18,0,5,3
store_037,P0629,47,0,14,9
store_038,P0629,3,0,0,0
store_039,P0629,74,0,22,14
store_041,P0629,90,0,27,18
store_042,P0629,10,0,3,2
store_044,P0629,29,0,8,5
store_047,P0629,125,0,37,25
store_048,P0629,58,48,17,11
store_049,P0629,199,0,59,39
store_050,P0629,80,0,24,16
store_002,P0630,196,31,58,39
store_003,P0630,44,20,13,8
store_004,P0630,9,0,2,1
store_006,P0630,81,38,24,16
store_009,P0630,57,46,17,11
store_010,P0630,50,36,15,10
store_012,P0630,80,32,24,16
store_014,P0630,29,0,8,5
store_015,P0630,13,0,3,2
store_016,P0630,72,1,21,14
store_017,P0630,97,0,29,19
store_020,P0630,133,0,39,26
store_023,P0630,46,32,13,9
store_025,P0630,66,0,19,13
store_027,P0630,8,0,2,1
store_029,P0630,157,0,47,31
store_030,P0630,60,0,18,12
store_031,P0630,28,9,8,5
store_032,P0630,110,0,33,22
store_034,P0630,93,0,27,18
store_036,P0630,33,37,9,6
store_038,P0630,88,0,26,17
store_041,P0630,223,50,66,44
store_042,P0630,12,0,3,2
store_043,P0630,5,0,1,1
store_044,P0630,146,8,43,29
store_046,P0630,25,0,7,5
store_048,P0630,16,0,4,3
store_050,P0630,274,0,82,54
store_004,P0631,22,0,6,4
store_005,P0631,24,0,7,4
store_006,P0631,34,0,10,6
store_007,P0631,111,0,33,22
store_008,P0631,3,0,0,0
store_009,P0631,147,37,44,29
store_010,P0631,29,0,8,5
store_011,P0631,62,0,18,12
store_012,P0631,41,0,12,8
store_013,P0631,120,0,36,24
store_016,P0631,88,0,26,17
store_017,P0631,92,22,27,18
store_019,P0631,82,10,24,16
store_021,P0631,139,5,41,27
store_024,P0631,64,0,19,12
store_025,P0631,139,0,41,27
store_026,P0631,31,0,9,6
store_028,P0631,75,0,22,15
store_029,P0631,46,0,13,9
store_030,P0631,93,0,27,18
store_031,P0631,129,0,38,25
store_032,P0631,8,0,2,1
store_035,P0631,53,0,15,10
store_036,P0631,54,0,16,10
store_037,P0631,17,0,5,3
store_038,P0631,59,0,17,11
store_039,P0631,180,24,54,36
store_040,P0631,14,0,4,2
store_041,P0631,173,12,51,34
store_043,P0631,85,39,25,17
store_047,P0631,11,0,3,2
store_049,P0631,33,0,9,6
store_001,P0632,66,28,19,13
store_002,P0632,23,0,6,4
store_004,P0632,57,0,17,11
store_006,P0632,16,28,4,3
store_007,P0632,29,0,8,5
store_008,P0632,19,0,5,3
store_009,P0632,149,0,44,29
store_010,P0632,46,0,13,9
store_011,P0632,20,44,6,4
store_015,P0632,93,14,27,18
store_016,P0632,112,0,33,22
store_017,P0632,37,41,11,7
store_019,P0632,75,0,22,15
store_021,P0632,51,0,15,10
store_023,P0632,50,0,15,10
store_027,P0632,27,3,8,5
store_028,P0632,40,0,12,8
store_030,P0632,205,17,61,41
store_031,P0632,68,19,20,13
store_035,P0632,140,0,42,28
store_037,P0632,27,0,8,5
store_038,P0632,181,0,54,36
store_041,P0632,139,0,41,27
store_042,P0632,102,0,30,20
store_043,P0632,11,0,3,2
store_044,P0632,23,0,6,4
store_045,P0632,42,32,12,8
store_046,P0632,141,0,42,28
store_047,P0632,21,0,6,4
store_049,P0632,124,0,37,24
store_050,P0632,56,0,16,11
store_002,P0633,28,0,8,5
store_003,P0633,36,0,10,7
store_004,P0633,55,38,16,11
store_005,P0633,109,0,32,21
store_006,P0633,26,0,7,5
store_009,P0633,266,0,79,53
store_010,P0633,34,22,10,6
store_011,P0633,57,0,17,11
store_012,P0633,35,0,10,7
store_013,P0633,54,0,16,10
store_014,P0633,53,10,15,10
store_015,P0633,29,35,8,5
store_016,P0633,219,0,65,43
store_018,P0633,30,0,9,6
store_021,P0633,82,0,24,16
store_022,P0633,25,0,7,5
store_024,P0633,84,22,25,16
store_025,P0633,129,0,38,25
store_026,P0633,85,0,25,17
store_028,P0633,102,21,30,20
store_030,P0633,193,2,57,38
store_032,P0633,126,0,37,25
store_035,P0633,24,40,7,4
store_036,P0633,145,0,43,29
store_040,P0633,23,10,6,4
store_041,P0633,227,0,68,45
store_042,P0633,46,0,13,9
store_043,P0633,112,0,33,22
store_044,P0633,142,47,42,28
store_045,P0633,153,0,45,30
store_046,P0633,161,0,48,32
store_047,P0633,119,8,35,23
store_048,P0633,72,0,21,14
store_050,P0633,179,0,53,35
store_002,P0634,45,40,13,9
store_006,P0634,80,0,24,16
store_008,P0634,81,32,24,16
store_009,P0634,31,0,9,6
store_010,P0634,235,0,70,47
store_011,P0634,78,0,23,15
store_012,P0634,14,0,4,2
store_014,P0634,62,0,18,12
store_015,P0634,83,0,24,16
store_016,P0634,119,3,35,23
store_017,P0634,10,0,3,2
store_019,P0634,58,32,17,11
store_020,P0634,106,0,31,21
store_021,P0634,21,0,6,4
store_025,P0634,97,0,29,19
store_026,P0634,164,0,49,32
store_027,P0634,9,0,2,1
store_028,P0634,193,46,57,38
store_031,P0634,41,0,12,8
store_032,P0634,118,0,35,23
store_037,P0634,122,0,36,24
store_038,P0634,106,0,31,21
store_040,P0634,102,7,30,20
store_041,P0634,185,35,55,37
store_042,P0634,61,0,18,12
store_044,P0634,102,0,30,20
store_045,P0634,106,0,31,21
store_046,P0634,55,0,16,11
store_047,P0634,77,0,23,15
store_048,P0634,52,1,15,10
store_050,P0634,58,0,17,11
store_002,P0635,5,24,1,1
store_004,P0635,23,0,6,4
store_005,P0635,147,0,44,29
store_006,P0635,141,43,42,28
store_007,P0635,69,20,20,13
store_008,P0635,54,0,16,10
store_009,P0635,203,0,60,40
store_010,P0635,189,0,56,37
store_012,P0635,61,0,18,12
store_013,P0635,85,0,25,17
store_014,P0635,93,0,27,18
store_016,P0635,66,6,19,13
store_017,P0635,15,29,4,3
store_019,P0635,98,0,29,19
store_020,P0635,210,0,63,42
store_021,P0635,74,0,22,14
store_024,P0635,94,0,28,18
store_025,P0635,140,0,42,28
store_027,P0635,92,0,27,18
store_028,P0635,167,0,50,33
store_029,P0635,172,0,51,34
store_031,P0635,18,0,5,3
store_032,P0635,56,0,16,11
store_033,P0635,33,0,9,6
store_034,P0635,125,17,37,25
store_035,P0635,69,0,20,13
store_037,P0635,16,0,4,3
store_038,P0635,77,0,23,15
store_039,P0635,188,0,56,37
store_040,P0635,19,0,5,3
store_041,P0635,255,0,76,51
store_042,P0635,152,0,45,30
store_043,P0635,47,26,14,9
store_044,P0635,84,0,25,16
store_045,P0635,133,0,39,26
store_046,P0635,137,0,41,27
store_047,P0635,64,13,19,12
store_048,P0635,191,4,57,38
store_002,P0636,69,0,20,13
store_004,P0636,11,0,3,2
store_005,P0636,130,0,39,26
store_006,P0636,65,0,19,13
store_008,P0636,19,0,5,3
store_009,P0636,168,0,50,33
store_010,P0636,75,0,22,15
store_011,P0636,90,0,27,18
store_012,P0636,58,12,17,11
store_013,P0636,66,0,19,13
store_014,P0636,10,0,3,2
store_015,P0636,43,0,12,8
store_016,P0636,88,0,26,17
store_017,P0636,20,0,6,4
store_023,P0636,58,44,17,11
store_024,P0636,115,29,34,23
store_025,P0636,64,0,19,12
store_026,P0636,116,0,34,23
store_029,P0636,5,0,1,1
store_030,P0636,358,0,107,71
store_032,P0636,102,0,30,20
store_034,P0636,73,0,21,14
store_035,P0636,25,0,7,5
store_036,P0636,78,0,23,15
store_037,P0636,126,0,37,25
store_039,P0636,46,0,13,9
store_041,P0636,240,0,72,48
store_042,P0636,162,47,48,32
store_043,P0636,11,0,3,2
store_044,P0636,125,0,37,25
store_045,P0636,5,32,1,1
store_046,P0636,57,39,17,11
store_047,P0636,50,0,15,10
store_049,P0636,17,0,5,3
store_001,P0637,72,0,21,14
store_003,P0637,38,0,11,7
store_004,P0637,104,0,31,20
store_008,P0637,6,18,1,1
store_011,P0637,74,0,22,14
store_012,P0637,41,0,12,8
store_013,P0637,60,0,18,12
store_014,P0637,61,26,18,12
store_016,P0637,127,36,38,25
store_017,P0637,76,0,22,15
store_020,P0637,42,0,12,8
store_022,P0637,72,12,21,14
store_023,P0637,78,0,23,15
store_024,P0637,52,0,15,10
store_025,P0637,23,0,6,4
store_026,P0637,168,28,50,33
store_027,P0637,53,0,15,10
store_028,P0637,115,0,34,23
store_030,P0637,28,0,8,5
store_031,P0637,18,29,5,3
store_032,P0637,75,43,22,15
store_034,P0637,45,42,13,9
store_035,P0637,47,0,14,9
store_036,P0637,88,0,26,17
store_038,P0637,21,0,6,4
store_039,P0637,121,0,36,24
store_041,P0637,121,1,36,24
store_043,P0637,16,28,4,3
store_045,P0637,86,12,25,17
store_046,P0637,57,0,17,11
store_047,P0637,27,0,8,5
store_048,P0637,16,0,4,3
store_049,P0637,89,0,26,17
store_050,P0637,29,0,8,5
store_001,P0638,57,0,17,11
store_002,P0638,58,37,17,11
store_003,P0638,85,0,25,17
store_004,P0638,18,8,5,3
store_005,P0638,15,0,4,3
store_006,P0638,129,0,38,25
store_007,P0638,24,0,7,4
store_008,P0638,66,0,19,13
store_009,P0638,19,29,5,3
store_011,P0638,12,14,3,2
store_012,P0638,47,0,14,9
store_014,P0638,169,14,50,33
store_016,P0638,120,33,36,24
store_017,P0638,9,0,2,1
store_019,P0638,151,0,45,30
store_021,P0638,49,25,14,9
store_022,P0638,208,0,62,41
store_024,P0638,27,36,8,5
store_026,P0638,212,12,63,42
store_027,P0638,16,0,4,3
store_029,P0638,10,0,3,2
store_030,P0638,186,12,55,37
store_031,P0638,248,0,74,49
store_032,P0638,89,47,26,17
store_033,P0638,95,0,28,19
store_034,P0638,127,0,38,25
store_035,P0638,132,0,39,26
store_036,P0638,97,4,29,19
store_037,P0638,88,10,26,17
store_039,P0638,116,0,34,23
store_040,P0638,105,0,31,21
store_041,P0638,201,0,60,40
store_043,P0638,115,0,34,23
store_045,P0638,33,36,9,6
store_046,P0638,170,0,51,34
store_047,P0638,55,43,16,11
store_048,P0638,44,45,13,8
store_050,P0638,108,33,32,21
store_001,P0639,92,0,27,18
store_002,P0639,44,0,13,8
store_003,P0639,53,47,15,10
store_004,P0639,106,5,31,21
store_005,P0639,25,0,7,5
store_006,P0639,38,33,11,7
store_007,P0639,58,0,17,11
store_008,P0639,19,24,5,3
store_009,P0639,146,0,43,29
store_010,P0639,24,0,7,4
store_012,P0639,54,0,16,10
store_013,P0639,125,48,37,25
store_015,P0639,55,18,16,11
store_016,P0639,77,16,23,15
store_019,P0639,53,44,15,10
store_020,P0639,88,0,26,17
store_021,P0639,102,0,30,20
store_022,P0639,59,0,17,11
store_025,P0639,12,0,3,2
store_026,P0639,165,40,49,33
store_027,P0639,20,32,6,4
store_028,P0639,29,0,8,5
store_029,P0639,159,49,47,31
store_031,P0639,58,0,17,11
store_032,P0639,152,30,45,30
store_033,P0639,35,0,10,7
store_035,P0639,21,15,6,4
store_038,P0639,72,0,21,14
store_039,P0639,46,22,13,9
store_040,P0639,37,0,11,7
store_041,P0639,114,0,34,22
store_042,P0639,51,27,15,10
store_046,P0639,33,0,9,6
store_047,P0639,225,0,67,45
store_049,P0639,114,0,34,22
store_050,P0639,20,44,6,4
store_002,P0640,152,40,45,30
store_004,P0640,22,0,6,4
store_005,P0640,161,0,48,32
store_007,P0640,62,0,18,12
store_009,P0640,110,44,33,22
store_010,P0640,227,0,68,45
store_011,P0640,33,0,9,6
store_012,P0640,47,0,14,9
store_013,P0640,134,0,40,26
store_014,P0640,100,0,30,20
store_016,P0640,196,0,58,39
store_017,P0640,100,0,30,20
store_018,P0640,75,0,22,15
store_019,P0640,131,47,39,26
store_021,P0640,189,23,56,37
store_022,P0640,17,0,5,3
store_023,P0640,73,42,21,14
store_024,P0640,13,0,3,2
store_025,P0640,83,0,24,16
store_026,P0640,166,0,49,33
store_027,P0640,162,0,48,32
store_028,P0640,158,0,47,31
store_029,P0640,25,0,7,5
store_030,P0640,46,8,13,9
store_031,P0640,187,0,56,37
store_032,P0640,74,30,22,14
store_034,P0640,61,0,18,12
store_036,P0640,79,0,23,15
store_037,P0640,20,0,6,4
store_038,P0640,6,12,1,1
store_039,P0640,110,10,33,22
store_040,P0640,166,49,49,33
store_041,P0640,19,0,5,3
store_042,P0640,48,0,14,9
store_043,P0640,23,0,6,4
store_046,P0640,74,20,22,14
store_047,P0640,81,0,24,16
store_049,P0640,88,7,26,17
store_050,P0640,19,0,5,3
store_001,P0641,194,15,58,38
store_002,P0641,124,15,37,24
store_005,P0641,40,0,12,8
store_006,P0641,90,0,27,18
store_007,P0641,46,5,13,9
store_008,P0641,57,3,17,11
store_009,P0641,12,0,3,2
store_010,P0641,28,0,8,5
store_011,P0641,11,0,3,2
store_012,P0641,82,0,24,16
store_013,P0641,50,0,15,10
store_014,P0641,10,0,3,2
store_015,P0641,137,0,41,27
store_017,P0641,112,17,33,22
store_019,P0641,27,0,8,5
store_021,P0641,178,48,53,35
store_023,P0641,161,0,48,32
store_024,P0641,130,0,39,26
store_025,P0641,216,2,64,43
store_027,P0641,34,42,10,6
store_028,P0641,150,0,45,30
store_030,P0641,177,0,53,35
store_031,P0641,109,2,32,21
store_032,P0641,92,0,27,18
store_034,P0641,213,0,63,42
store_035,P0641,160,0,48,32
store_036,P0641,82,0,24,16
store_037,P0641,97,0,29,19
store_040,P0641,170,0,51,34
store_041,P0641,180,0,54,36
store_045,P0641,176,40,52,35
store_048,P0641,4,0,1,0
store_049,P0641,38,32,11,7
store_050,P0641,271,0,81,54
store_001,P0642,43,15,12,8
store_005,P0642,6,0,1,1
store_006,P0642,135,42,40,27
store_007,P0642,53,0,15,10
store_008,P0642,6,0,1,1
store_009,P0642,215,0,64,43
store_010,P0642,67,0,20,13
store_011,P0642,83,14,24,16
store_013,P0642,155,0,46,31
store_014,P0642,34,20,10,6
store_015,P0642,34,0,10,6
store_016,P0642,233,16,69,46
store_019,P0642,39,0,11,7
store_020,P0642,5,49,1,1
store_021,P0642,64,0,19,12
store_022,P0642,68,0,20,13
store_023,P0642,66,0,19,13
store_024,P0642,90,0,27,18
store_025,P0642,93,0,27,18
store_026,P0642,54,0,16,10
store_027,P0642,58,0,17,11
store_028,P0642,8,0,2,1
store_030,P0642,20,36,6,4
store_032,P0642,24,0,7,4
store_034,P0642,125,2,37,25
store_035,P0642,78,0,23,15
store_037,P0642,123,9,36,24
store_038,P0642,72,0,21,14
store_040,P0642,95,0,28,19
store_042,P0642,33,10,9,6
store_043,P0642,132,0,39,26
store_044,P0642,59,0,17,11
store_045,P0642,98,18,29,19
store_046,P0642,121,0,36,24
store_047,P0642,29,0,8,5
store_049,P0642,46,0,13,9
store_050,P0642,12,0,3,2
store_001,P0643,211,28,63,42
store_002,P0643,30,0,9,6
store_003,P0643,86,35,25,17
store_005,P0643,43,0,12,8
store_006,P0643,203,25,60,40
store_007,P0643,70,0,21,14
store_008,P0643,41,0,12,8
store_009,P0643,29,0,8,5
store_012,P0643,56,49,16,11
store_013,P0643,108,13,32,21
store_015,P0643,124,0,37,24
store_016,P0643,77,35,23,15
store_017,P0643,32,17,9,6
store_018,P0643,11,36,3,2
store_019,P0643,38,0,11,7
store_020,P0643,167,0,50,33
store_022,P0643,63,50,18,12
store_023,P0643,98,0,29,19
store_025,P0643,29,0,8,5
store_027,P0643,17,0,5,3
store_029,P0643,105,9,31,21
store_030,P0643,192,31,57,38
store_031,P0643,31,0,9,6
store_032,P0643,169,19,50,33
store_033,P0643,31,9,9,6
store_034,P0643,141,26,42,28
store_035,P0643,197,0,59,39
store_036,P0643,96,12,28,19
store_037,P0643,152,0,45,30
store_038,P0643,175,7,52,35
store_039,P0643,254,12,76,50
store_041,P0643,54,0,16,10
store_043,P0643,127,0,38,25
store_044,P0643,114,42,34,22
store_049,P0643,48,0,14,9
store_001,P0644,45,0,13,9
store_002,P0644,41,10,12,8
store_004,P0644,76,0,22,15
store_005,P0644,71,10,21,14
store_006,P0644,39,0,11,7
store_008,P0644,33,0,9,6
store_009,P0644,18,0,5,3
store_010,P0644,28,0,8,5
store_011,P0644,52,0,15,10
store_012,P0644,72,0,21,14
store_016,P0644,109,36,32,21
store_017,P0644,27,0,8,5
store_018,P0644,10,0,3,2
store_019,P0644,61,0,18,12
store_020,P0644,21,0,6,4
store_021,P0644,74,0,22,14
store_023,P0644,37,0,11,7
store_026,P0644,269,27,80,53
store_027,P0644,111,0,33,22
store_028,P0644,89,0,26,17
store_029,P0644,16,0,4,3
store_031,P0644,129,0,38,25
store_032,P0644,136,0,40,27
store_034,P0644,127,0,38,25
store_035,P0644,81,45,24,16
store_036,P0644,21,0,6,4
store_037,P0644,139,9,41,27
store_038,P0644,119,0,35,23
store_039,P0644,186,0,55,37
store_041,P0644,52,0,15,10
store_042,P0644,156,0,46,31
store_043,P0644,27,47,8,5
store_044,P0644,79,0,23,15
store_045,P0644,82,0,24,16
store_046,P0644,52,0,15,10
store_047,P0644,81,45,24,16
store_048,P0644,109,3,32,21
store_049,P0644,66,11,19,13
store_050,P0644,16,29,4,3
store_001,P0645,35,19,10,7
store_003,P0645,30,25,9,6
store_004,P0645,69,0,20,13
store_005,P0645,68,25,20,13
store_007,P0645,47,8,14,9
store_009,P0645,118,0,35,23
store_010,P0645,27,0,8,5
store_012,P0645,15,0,4,3
store_013,P0645,43,0,12,8
store_015,P0645,20,0,6,4
store_016,P0645,180,28,54,36
store_019,P0645,87,0,26,17
store_020,P0645,135,6,40,27
store_024,P0645,157,47,47,31
store_025,P0645,61,0,18,12
store_026,P0645,416,0,124,83
store_027,P0645,96,0,28,19
store_028,P0645,38,0,11,7
store_029,P0645,183,0,54,36
store_030,P0645,61,7,18,12
store_031,P0645,37,0,11,7
store_032,P0645,78,29,23,15
store_034,P0645,138,38,41,27
store_037,P0645,102,0,30,20
store_038,P0645,28,0,8,5
store_039,P0645,17,0,5,3
store_042,P0645,37,0,11,7
store_043,P0645,74,0,22,14
store_045,P0645,104,0,31,20
store_047,P0645,48,0,14,9
store_048,P0645,10,0,3,2
store_049,P0645,10,0,3,2
store_050,P0645,285,0,85,57
store_001,P0646,166,0,49,33
store_002,P0646,102,5,30,20
store_003,P0646,103,16,30,20
store_005,P0646,143,0,42,28
store_006,P0646,159,0,47,31
store_007,P0646,50,0,15,10
store_010,P0646,97,0,29,19
store_012,P0646,147,22,44,29
store_013,P0646,77,0,23,15
store_014,P0646,10,0,3,2
store_016,P0646,100,45,30,20
store_018,P0646,64,0,19,12
store_020,P0646,48,0,14,9
store_021,P0646,208,0,62,41
store_023,P0646,120,0,36,24
store_024,P0646,29,12,8,5
store_026,P0646,113,39,33,22
store_028,P0646,26,0,7,5
store_029,P0646,198,0,59,39
store_030,P0646,128,0,38,25
store_031,P0646,47,45,14,9
store_032,P0646,110,0,33,22
store_033,P0646,4,38,1,0
store_034,P0646,64,48,19,12
store_035,P0646,34,0,10,6
store_037,P0646,158,0,47,31
store_038,P0646,93,0,27,18
store_039,P0646,91,0,27,18
store_041,P0646,87,0,26,17
store_042,P0646,97,0,29,19
store_043,P0646,173,0,51,34
store_044,P0646,226,0,67,45
store_045,P0646,16,0,4,3
store_046,P0646,192,0,57,38
store_049,P0646,29,39,8,5
store_050,P0646,139,0,41,27
store_002,P0647,52,5,15,10
store_003,P0647,59,0,17,11
store_005,P0647,136,9,40,27
store_006,P0647,89,0,26,17
store_008,P0647,43,0,12,8
store_009,P0647,100,0,30,20
store_010,P0647,33,0,9,6
store_011,P0647,89,7,26,17
store_013,P0647,44,0,13,8
store_014,P0647,81,16,24,16
store_015,P0647,49,0,14,9
store_016,P0647,125,0,37,25
store_017,P0647,34,0,10,6
